Name;Address;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
G.A Rações;Rua da Pátria, 710 C - Vila Magini, Mauá;5;2;ChIJ6eHksTFpzpQRDBhnhcG6mgQ;pet_store;-23.6582984;-46.4566193
Japas Petshop;Avenida Benvenuto Bagnara, 288 - Jardim Zaira, Mauá;N/A;N/A;ChIJX2kwCk9pzpQRbDiynAwznkQ;pet_store;-23.66157;-46.4474597
Andréia da Silva Caurel Banho e Tosa;Rua Bernardo Moreli, 83 - Vila Guarani, Mauá;4.8;148;ChIJwdSB21ppzpQRwqcVS7EDgEM;veterinary_care;-23.6662073;-46.4507859
LabMaster - Centro Diagnóstico Veterinário;Rua Francisco da Paz, 6 - Vila Dirce, Mauá;4.7;211;ChIJwyYCYjVpzpQRYAql0tXQqUI;veterinary_care;-23.6669312;-46.45188290000001
PradoVET Consultório Veterinário | PETSHOP;Rua Monte Castelo, 29 - Vila Guarani, Mauá;4.9;30;ChIJEbiGeR1pzpQRp1nUsguzTSc;veterinary_care;-23.6663229;-46.448621
Fórmula Animal Farmácia de Manipulação Veterinária;Avenida Doutor Getúlio Vargas, n° 875 - Vila Guarani, Mauá;N/A;N/A;ChIJ82cOhABpzpQRo2X0uysjKuM;veterinary_care;-23.6654924;-46.4471861
Clínica Veterinária Popular Up Animal - Veterinário em Mauá;Avenida Presidente Castelo Branco, 370 - Jardim Zaira, Mauá;4.6;578;ChIJj6yxvY9pzpQRn5S5yJ5nz1g;veterinary_care;-23.6618917;-46.4486086
Clínica Veterinária Andreia Courel;Avenida Barão de Mauá, 1861 - RP8 (Regiões de Planejamento), Mauá;5;1;ChIJOeucmVFpzpQROW4b5sV1a-0;veterinary_care;-23.66513;-46.4450483
Clinica Veterinária Cat Dog;Avenida Barão de Mauá, 1997 - Jardim Maringá, Mauá;5;26;ChIJvS-Z4tNpzpQRmT9mpqPYabM;veterinary_care;-23.6649151;-46.4436798
Espaço Vet Napoleão;Avenida Barão de Mauá, 2645 - Jardim Maua, Mauá;4.8;202;ChIJBzipQRpvzpQRrlvPMFmFzUo;veterinary_care;-23.6651246;-46.4373717
Nutri Maua Petshop;Avenida Barão de Mauá, 2796 - Jardim Maringá, Mauá;4.5;68;ChIJnQujNAhvzpQRq1fZ54JT8ok;pet_store;-23.6655012;-46.43554270000001
Pet Shop do Miranda;Rua José Bonifácio de Andrada e Silva, 40 - Jardim Miranda D'Aviz, Mauá;5;29;ChIJa5QGRlhvzpQRulI4QHqI-fA;pet_store;-23.6624308;-46.43657129999999
Petshop Reino animal;Avenida Presidente Castelo Branco, 623 - Jardim Zaira, Mauá;5;6;ChIJD4E0LUJpzpQRg5okhvYanII;pet_store;-23.6593867;-46.44811559999999
Pet Shop Carinho 2;Avenida Presidente Castelo Branco, 623 - Jardim Zaira, Mauá;4.6;28;ChIJcXgJs0hpzpQR8oOQNPtU9ek;pet_store;-23.6593867;-46.44811559999999
Polipet;Avenida Barão de Mauá, 3243 - RP10 (Regiões de Planejamento), Mauá;4;30;ChIJUXxFKYdvzpQRWOMYHTmNzSk;pet_store;-23.6645521;-46.4315899
Vetnasa Mauá 24 horas - Clínica Veterinária 24h;Avenida Barão de Mauá, 3045 - Jardim Miranda D'Aviz, Mauá;3.9;148;ChIJV4gXErFvzpQRdgOgNV3nOjo;veterinary_care;-23.6649097;-46.43345319999999
Clínica Veterinária Tico Tico;Rua Alziro Vidoto, 20 - Jardim Maringá, Mauá;4.7;49;ChIJPWHEIM5vzpQRkiBxcUQ6cm8;veterinary_care;-23.6650017;-46.43014559999999
Casa de Rações Tico Tico;Rua Alziro Vidoto, 1-11 - RP12 (Regiões de Planejamento), Mauá;4.6;362;ChIJz67IhahuzpQROsOGu8phMns;veterinary_care;-23.6648263;-46.4300678
Avicultura Harmonia;Avenida Valdemar Jesuíno da Silva, 41 - Jardim Estrela, Mauá;4.7;7;ChIJ2-BHdqhuzpQRl6-aLCbW2h4;pet_store;-23.6656998;-46.42980120000001
PET SHOP BANDEIRANTES;Rua Doutor João Carlos Azevedo, 760 - Parque Bandeirantes, Mauá;N/A;N/A;ChIJE8Mk06BuzpQRpjBe97f5ft8;pet_store;-23.6637511;-46.4247783
Evo Pet;Avenida Dona Benedita Franca da Veiga, 355 - Vila Lisboa, Mauá;4.7;239;ChIJGUAEZq9uzpQR51QKuh_XB7E;pet_store;-23.6614546;-46.4303988
Pet Shop Nikos Doog;Estrada do Carneiro, 351 - São João, Mauá;5;7;ChIJ0w4E39ptzpQRBbwolkpmMSU;pet_store;-23.666112;-46.4204412
Casa de Rações Caes e Gatos;Avenida Dona Benedita Franca da Veiga, 1186 - Vila Feital, Mauá;4.4;8;ChIJXamp3rxuzpQRm4GiE2JvSaA;pet_store;-23.6571508;-46.42398339999999
Rações Superpets;Estrada do Carneiro, 1373 - Jardim Hélida, Mauá;N/A;N/A;ChIJNX8HAQZvzpQRwlPRBLYGyCQ;pet_store;-23.6607529;-46.41799270000001
Rações são Lucas;Rua Angelim Milanês, 489 - Jardim Luzitano, Mauá;5;30;ChIJXQsudPttzpQR-daH4BdSb_s;pet_store;-23.6642975;-46.4151564
Pet Shop NiPets;Rua Gilberto Mússio, 15 - Jardim Éden, Mauá;5;11;ChIJlQu1rodvzpQRYoXvmhfu4VA;pet_store;-23.66167249999999;-46.4163506
Pet Shop Feital - MAUA;Avenida Dona Benedita Franca da Veiga, 1273 - Jd Feital, Mauá;4.5;42;ChIJlTgfOKNuzpQRJvcKICYZl48;veterinary_care;-23.6563143;-46.4236995
Lucky Pet Shop;Rua Quintino Bocaiúva, 481 - Jardim Miranda D'Aviz, Mauá;5;1;ChIJRfmwarNuzpQRzrjH-d6YKkE;pet_store;-23.6571776;-46.4381024
Casa de ração luna;Rua Joracy Camargo - Vila Feital, Mauá;N/A;N/A;ChIJk-WW-KdvzpQRF6eGyiJ0bcs;pet_store;-23.6588896;-46.417894
Clínica Veterinária Popular Feital;Avenida Dona Benedita Franca da Veiga, 1273 - Jardim Feital, Mauá;4.6;28;ChIJ96bnk3JvzpQRGmU-sgzyizs;veterinary_care;-23.6563465;-46.423593
Piscicultura Silvestre | Alevinos e Juvenis;Rua João Carlos Guidi - RP14 (Regiões de Planejamento), Mauá;4.9;30;ChIJa5OChXtvzpQRPBuH1nidBAE;pet_store;-23.6584917;-46.4090587
Heros Pet rações;Estrada do Koyama, 1897 - Parque do Heroismo, Suzano;N/A;N/A;ChIJs6ymHABzzpQRHtnc4F8Rsu8;pet_store;-23.6545772;-46.3137012
Casa de Ração Sr. Coleiro;Estrada do Koyama, 1897 - Recreio Bela Vista, Suzano;N/A;N/A;ChIJqfouBuFzzpQREC78pwCSA9s;pet_store;-23.6545772;-46.3137012
Criadouro Rei;Rua Olávo Bilac, 119 - Vila Aquilino, Santo André;4.6;224;ChIJaeB3td9CzpQR7TAaCwEBOaE;pet_store;-23.6520797;-46.5523393
Clinica Veterinária Medcão;Rua Bastilha, 25 - Vila Palmares, Santo André;4.8;147;ChIJ6UGUTCJDzpQRQwD5gRtvlXQ;veterinary_care;-23.6538143;-46.5611267
BEST PET SHOP - HOTEL/VET/CRECHE/BANHO & TOSA;Rua Marabá, 107 - Rudge Ramos, São Bernardo do Campo;5;477;ChIJm3XGkzlDzpQRjYtrGxYoEZ4;veterinary_care;-23.6511611;-46.5700715
Pet Shop Boa Vista & Clínica Veterinária;Rua Frieda, 15 - Boa Vista, São Caetano do Sul;4.4;125;ChIJmxICiS5DzpQRmG_2xGbiOTk;veterinary_care;-23.6431411;-46.5616164
Avicultura Giraya;Rua Afonsina, 495 - Rudge Ramos, São Bernardo do Campo;4.7;133;ChIJ42xBljxDzpQR9lzv1taxkM4;pet_store;-23.653727;-46.5657114
Coral.Inc;Rua Londrina, 525 - Vila Helena, São Bernardo do Campo;4.9;21;ChIJOVt7_Y5DzpQRiWEQYf6n-y8;pet_store;-23.6528251;-46.5727888
Pet Cat & Cia;Avenida São João Batista, 298 - Rudge Ramos, São Bernardo do Campo;N/A;N/A;ChIJh6ZMPABDzpQR_xUs9ly0tlg;pet_store;-23.6515228;-46.57098529999999
PATINHAS DE AMOR PET SHOP;Avenida Palmares, 712 - Vila Palmares, Santo André;4.7;70;ChIJVYxjoiNDzpQRWfErz8QK8ZQ;pet_store;-23.65270250000001;-46.5614027
Pet Shop DogLLera;Rua Maurício Jacquey, 371 - Rudge Ramos, São Bernardo do Campo;5;1;ChIJ7U3JCDhDzpQRmNGZ9hPGtZ8;pet_store;-23.6517048;-46.5737886
Pet-shop Pondian;Avenida Doutor Rudge Ramos, 434 - Rudge Ramos, São Bernardo do Campo;1.8;4;ChIJtyYa5EdDzpQRxC0vtm8xVJA;pet_store;-23.651721;-46.574944
Pet Mais | Rudge Ramos;Avenida Doutor Rudge Ramos, 443 - Rudge Ramos, São Bernardo do Campo;4.8;34;ChIJ5xmY_2ZDzpQRDUZeChlzzgw;pet_store;-23.6519553;-46.57527640000001
Pet Shop Centro de Estética Bem Estar Animal;Rua Alfeu Taváres, 254 - Vila America, São Bernardo do Campo;4.8;92;ChIJm_QwBaNDzpQRorf1BpfVilI;pet_store;-23.6530048;-46.5767181
Pet Shop Studio Dog & Cat;Rua Marlene, 933 - Nova Gerti, São Caetano do Sul;5;48;ChIJqdyPDHJDzpQRRicbgnPSAms;veterinary_care;-23.64785;-46.567918
Petshop Nação Animal/ consultório veterinário;Avenida Novo Horizonte, 256 - Vila Sacadura Cabral, Santo André;4.9;46;ChIJJVn6vx9DzpQRFtY2S9U3AmQ;pet_store;-23.6555639;-46.556017
Stilo Pet;Avenida Palmares, 1390 - Vila Palmares, Santo André;4.7;51;ChIJrwNb--BDzpQRJpXffhhLH4U;pet_store;-23.6473257;-46.5616452
Pet Shop;Rua Capivari, 387 - Nova Gerti, São Caetano do Sul;N/A;N/A;ChIJr0_oSDFDzpQR-XlhT3Ev0kk;pet_store;-23.645527;-46.5687065
OFICINA DOS BICHOS SCS Estetica Animal;Rua Capivari, 391 - Nova Gerti, São Caetano do Sul;4.9;36;ChIJryYPoWtDzpQRUc8Yup9Z28s;pet_store;-23.645448;-46.5686466
Amigo Fiel Banho & Tosa;Rua Tocantins, 606 - Nova Gerti, São Caetano do Sul;4;4;ChIJ3-rKczFDzpQRwn4bsfR5Nyg;pet_store;-23.6449086;-46.5673001
Pingo & Cia;Rua Mendes Leal, 234 - Vila Palmares, Santo André;4.7;86;ChIJIYKy9iVDzpQRarYZnjP18A0;pet_store;-23.646586;-46.5604761
Latoya Pet Shop;Rua Manoel Fernandes Lopes, 144 - Mauá, São Caetano do Sul;5;10;ChIJUzXZ-BJDzpQR99CONG20XG8;pet_store;-23.6452192;-46.5714414
Pet Shop Aline Cantinho Da Tosa;Rua Maria Teresa, 35 - Nova Gerti, Santo André;5;16;ChIJ8aDipi9DzpQRtT0BRxgFoZU;pet_store;-23.6453206;-46.56217119999999
Veterinary Clinic Fatobene Cia.;Rua Ilhabela, 429, Rua Ilhabela, 418 - Vila Aquilino, Santo André;4.6;139;ChIJI6dinN9CzpQRRgTShIMVx8U;veterinary_care;-23.651339;-46.554028
Valente Estética Animal;Rua Pan, 155 - Nova Gerti, São Caetano do Sul;5;1;ChIJZ81e0PdDzpQRMF3uMeP9jyA;pet_store;-23.6447302;-46.5617199
Ocean Bio Reef;Avenida Guido Aliberti, 4811 - Loja 41A - Mauá, São Caetano do Sul;4.7;140;ChIJW7syzEtDzpQRHyjs3Juy3L0;pet_store;-23.6462668;-46.57741250000001
Criadouro Rei;Rua Olávo Bilac, 119 - Vila Aquilino, Santo André;N/A;N/A;ChIJ6Y3fYABDzpQRvWFv6bloDD4;pet_store;-23.65204090000001;-46.5523067
Ringneck Santo André;Rua Olávo Bilac, 119 - sala 02 - Vila Aquilino, Santo André;N/A;N/A;ChIJ2zD52GhDzpQRUWsy5CQisjg;pet_store;-23.65204090000001;-46.5523067
Calopsita Mansa Santo André;Rua José Ricardo, 90 - Vila Aquilino, Santo André;5;2;ChIJC0juu1dDzpQRq60-Aidlohg;pet_store;-23.6520307;-46.5522686
Banho Tosa;Brazil;N/A;N/A;ChIJmyxAqOZCzpQRyK61sJHvg84;pet_store;-23.6567315;-46.5494426
Petideias;Rua Amadeu Vezzaro, São Caetano do Sul;N/A;N/A;ChIJ3w0qFzlDzpQROSYPqvkK350;pet_store;-23.6431958;-46.5758976
Ethicus - Hospital Veterinário 24h com UTI;Estrada das Lágrimas, 1843/1841 - Mauá, São Caetano do Sul;4.6;381;ChIJecE3F0pDzpQR5CLAywF4Npk;veterinary_care;-23.6459631;-46.57498440000001
Clínica Veterinária Pet Center São Caetano;Estrada das Lágrimas, 1796 - Jardim Sao Caetano, São Caetano do Sul;4.5;872;ChIJpUcbFUpDzpQRL4nb3U-tWK4;veterinary_care;-23.6448938;-46.57503089999999
Clínica Veterinária Rudge Ramos;Avenida Doutor Rudge Ramos, 677 - Rudge Ramos, São Bernardo do Campo;4.5;27;ChIJt_k_8EhDzpQRCfuPfryE3bg;veterinary_care;-23.6506349;-46.57688289999999
PETPOP SBC - Centro Veterinário Popular;Rua Helena Jacquey, 294 - Rudge Ramos, São Bernardo do Campo;5;66;ChIJUTLx5aBDzpQRlGRAbj018vE;veterinary_care;-23.6520969;-46.56982259999999
Império Animal;Rua Senador César Vergueiro, 362 - Vila America, São Bernardo do Campo;3.2;271;ChIJC7qB6KxDzpQRLW4xxYJ2OfE;veterinary_care;-23.6524207;-46.5778891
VetCastilho;Estrada das Lágrimas, 1986 - Loja 12 - Jardim Sao Caetano, São Caetano do Sul;4.9;10;ChIJY93vS8tDzpQRJEXQF4UmIoQ;veterinary_care;-23.6464979;-46.5767028
Vetdermatologia Dermatologia e Alergologia Veterinária;Estrada das Lágrimas, 1796 - 1° Andar - Salas 1 e 2 - Jardim Sao Caetano, São Caetano do Sul;4.9;144;ChIJ2SdX-CpdzpQREeXFSxpbplc;veterinary_care;-23.64486279999999;-46.57505159999999
Ethicus - Oncologia Veterinária;Estrada das Lágrimas, 1631 - Mauá, São Caetano do Sul;4.9;18;ChIJ-Q8Wh1RDzpQRJJoUGUmw9-s;veterinary_care;-23.64422570000001;-46.57446299999999
Vetcalamari - Consulta veterinária domiciliar - Dra Claudia V. Calamari;Rua Alfredo Valadão, 45 - Santa Maria, Santo André;4.9;39;ChIJxY5w9idDzpQRTQ7oxl90_Uk;veterinary_care;-23.6452119;-46.5548393
Centro Veterinário Paiol - São Caetano do Sul;Rua Justino Paixão, 793 - Jardim Sao Caetano, São Caetano do Sul;5;20;ChIJ-yox8M9DzpQRJhzrjKEPRM4;veterinary_care;-23.6437578;-46.5792063
Casa do Banho e Tosa equipamentos para banho e tosa;Alameda São Caetano, 757 - Jardim, Santo André;4;4;ChIJKY9O_wtBzpQRxjm-nD3fooo;pet_store;-23.6480119;-46.5450401
Pets Onaga - Unidade Matriz;Alameda São Caetano, 1630 - Jardim, Santo André;4.7;1924;ChIJmYqQfddCzpQRrpHsPOmtz_4;pet_store;-23.643252;-46.551962
Paco & Sua Turminha;Alameda Campestre, 590 - Campestre, Santo André;4.7;312;ChIJoc3Hf8RCzpQRgBn6XNHsATg;veterinary_care;-23.6446731;-46.5426706
Xodocão Pet Store;Rua das Paineiras, 272 - Jardim, Santo André;4.5;64;ChIJI1A6xmJCzpQRLeQsfZH3urk;pet_store;-23.648058;-46.5388966
Bom Pra Cachorro & Cia;Rua das Palmeiras, 499 - Jardim, Santo André;4.9;144;ChIJ0-GSJMJCzpQRNaovlFGKAKo;veterinary_care;-23.6462233;-46.539246
Pet Stop Uau;Rua Resende, 759 A - Vila Guiomar, Santo André;N/A;N/A;ChIJb0de511DzpQRfi8K8OESlfE;pet_store;-23.6573899;-46.5483602
Khris Laços - Laços, gravatas e acessórios para cães e gatos;Rua Ubatuba - Vila Guiomar, Santo André;4.7;3;ChIJw91HxuVCzpQROgTlGlxuAho;pet_store;-23.6567839;-46.5470657
DOG Grama;Rua Igapó, 202 - Santa Maria, Santo André;4.5;27;ChIJ_Tr9aN5CzpQROrr7tGlv-5I;pet_store;-23.6509484;-46.5509871
Pet animania;Rua Itapura, 18 - Vila Alpina, Santo André;4.6;51;ChIJ-WbC1w9kVwER08eSz7G-VOI;pet_store;-23.6538403;-46.5423645
Lumila 3D;Rua Álvaro Anes, 595 - Santa Maria, Santo André;N/A;N/A;ChIJrae60L9DzpQRwUBdGeCF4oM;pet_store;-23.64769799999999;-46.5487806
MARINHO'S PET SHOP;Rua Catequese, 1389 - Vila Guiomar, Santo André;N/A;N/A;ChIJY4Yw6fFCzpQR5QzGJdfhvsk;pet_store;-23.6595912;-46.5412172
Avicultura real;Alameda São Caetano, 1005 - Campestre, Santo André;N/A;N/A;ChIJJ35LfNxCzpQRuGLeBNAmMX4;pet_store;-23.6472819;-46.547541
Chic Petique - Pet Shop;Alameda São Caetano, 1005 - Jardim, Santo André;4.7;88;ChIJW1BniNxCzpQRzfyJ8kx0MkQ;pet_store;-23.6472563;-46.5475244
Pet Center Jardins;Rua, Alameda São Caetano, 757 - Jardim, Santo André;4.5;124;ChIJlwX_jdxCzpQRqKqR4Mjojv4;pet_store;-23.647975;-46.5450408
PET MOON;Rua das Pitangueiras, 664 - Jardim, Santo André;4.5;26;ChIJqWZuzIFDzpQRlLPuIo29g5U;pet_store;-23.6505691;-46.5423296
PET SHOP BICHO AMIGO;Rua Raul Brandão, 116 - Santa Maria, Santo André;3;2;ChIJxTJorctDzpQRuKXYqrFhoL0;pet_store;-23.6452304;-46.5548396
Pet Shop Bancho E Tosa;Brazil;N/A;N/A;ChIJcWtr9idDzpQRD8Xv9aK2RcI;pet_store;-23.6452151;-46.5548374
Farmácia De Manipulação Veterinária Santo André | Base Farma | Farmácia De Manipulação;Rua das Caneleiras, 472 - Jardim, Santo André;4.9;70;ChIJ9dv6j8FCzpQRx4XegzL1eFo;veterinary_care;-23.6469995;-46.5398822
Zoolab - Veterinary Diagnostic Center;Rua das Caneleiras, 367 - Jardim, Santo André;4.8;570;ChIJF9q1vMFCzpQRyPsQF76PvrM;veterinary_care;-23.6466762;-46.5388891
ITAPETI VETERINARIA;Rua Itapeti, 164 - Vila Alpina, Santo André;4.5;58;ChIJGYecUwpDzpQR6XK5uKbGsU4;veterinary_care;-23.6512889;-46.5434856
Clínica Veterinária Uau Uau Que Mia - Santo André;Alameda São Caetano, 1033 - Jardim, Santo André;4.7;284;ChIJK7hredxCzpQRSifPflcE7x4;veterinary_care;-23.6470631;-46.5480362
Clinica Veterinária;Rua das Cerejeiras, 187 - Jardim, Santo André;5;13;ChIJQetdAslDzpQRjh2zpuXiYoM;veterinary_care;-23.6494069;-46.54232289999999
Chicco Clínica Veterinária;Rua das Cerejeiras, 187 - Jardim, Santo André;5;30;ChIJE80sRvVDzpQRj0u9R5xPo80;veterinary_care;-23.6494069;-46.54232289999999
SAVET - Clínica Veterinária;Rua Estér, 120 - Vila Alpina, Santo André;N/A;N/A;ChIJpRWPh39DzpQRRGql9K0gtd4;veterinary_care;-23.652782;-46.5399499
Nutri de Pet consultório veterinário;Rua das Caneleiras, 786 - sala 04 - Jardim, Santo André;N/A;N/A;ChIJVWNthIJDzpQRmaCYzhxO2BQ;veterinary_care;-23.6482561;-46.5426509
Ps Vet - Hospital Veterinário 24h;Rua Marina, 1490 - Campestre, São Caetano do Sul;4.7;188;ChIJS2A4w19czpQRZOGh_p-6kLA;veterinary_care;-23.6435381;-46.5541717
ZooVet Pet Center;Rua Simão Jorge, 452 - Campestre, Santo André;5;16;ChIJqdk2-gpDzpQRWBpsxZm4QaU;veterinary_care;-23.6429325;-46.54841
Pit Pet Jardim;Rua das Aroeiras, 430 - Jardim, Santo André;4.8;836;ChIJ70qvFWtDzpQRBQlhNUaow1s;veterinary_care;-23.6462522;-46.54100220000001
ALPHADOG Escola Para Cães LTDA;Rua das Paineiras, 64 - Jardim, Santo André;4.3;12;ChIJO8q7altDzpQR6hv1VzlSYF8;veterinary_care;-23.6499732;-46.5376454
Petit Miau;Rua Almirante Protógenes, 426 - Jardim, Santo André;4.3;6;ChIJsx85autCzpQRwfYjt-_VkwY;veterinary_care;-23.6512842;-46.53675079999999
Estação Zoo - Santo André;Rua das Paineiras, 459 - Jardim, Santo André;4.9;208;ChIJd_djFOBDzpQR81_AN-Bs5xs;veterinary_care;-23.6462735;-46.5403603
Ary dos Palhaços - Aquarismo Marinho;Rua das Monções, 216 - Jardim, Santo André;4.7;121;ChIJw9WFdpNCzpQRERDvKJhZTQE;pet_store;-23.6519131;-46.5333097
HOPE Pet Shop e Hotel;Rua Adolfo Bastos, 384 - Vila Bastos, Santo André;5;12;ChIJ1boxNwBDzpQR2BsI7ISc-f8;pet_store;-23.6587587;-46.53828480000001
BANHO E TOSA PET SHOP VILA BASTOS;Rua Luís Delfino, 95 - Vila Bastos, Santo André;N/A;N/A;ChIJJyH5HYFDzpQRM2Tnmf2aXSs;pet_store;-23.6593882;-46.5374989
Pet House Vila Bastos;Rua Henrique Porchat, 96 - Vila Bastos, Santo André;N/A;N/A;ChIJzw_SaABDzpQRdRBO4pSwrVU;pet_store;-23.658515;-46.5368486
Vet Selvagem Pet Shop & Clinica Veterinaria;Rua das Monções, 757 - Jardim, Santo André;4.8;119;ChIJOZWSX-xCzpQRnLjlHBToGz0;pet_store;-23.6540884;-46.5379706
BeeDog Laços e Acessórios;Rua Laura, 196 - Centro, Santo André;5;15;ChIJAQDcv4xCzpQRbV8Q887GqHc;pet_store;-23.6599768;-46.5343348
Mania de Bicho - Estética Animal;Rua Gomes Leal, 90 - Vila Bastos, Santo André;5;16;ChIJLWuCWuppzpQRqBt6vH0pqkc;pet_store;-23.6614674;-46.5352332
Pets Onaga - Unidade Jardim;Rua das Figueiras, 600 - Campestre, Santo André;5;72;ChIJT7ylCylDzpQRKwIgA-1rzBg;pet_store;-23.6516871;-46.5378147
Clínica Veterinária e Pet Shop Golden Premier;Rua Almirante Protógenes, 399 B - Jardim, Santo André;4.2;70;ChIJ30KPaDBDzpQRoQJZ6U427t0;veterinary_care;-23.6514174;-46.5363309
Veterinary Medical Center Pet Emporium Hotel &;Avenida Dom Pedro II, 616 - Jardim, Santo André;4.5;52;ChIJb34pz5RCzpQRTgV5Xzkb4d4;veterinary_care;-23.6502616;-46.5349371
Pet Spa Home - Clínica Veterinária | Banho e Tosa | Creche e Hotel | Pet Shop no Bairro Jardim em Santo André, SP.;Rua das Palmeiras, 174 - Jardim, Santo André;4.9;90;ChIJD1a1m-JDzpQRmg4G_UEqF7c;veterinary_care;-23.6486398;-46.5372622
Planeta Quatro Patas;Avenida Padre Anchieta, 632 - Ap 172 - Jardim, Santo André;N/A;N/A;ChIJEb99e-dDzpQRVSPJgy6bdb8;pet_store;-23.6496068;-46.5341168
Garden Pet Shop;Rua das Paineiras, 272 - Jardim, Santo André;5;38;ChIJ6z3UwNRDzpQRLEs7TSanP94;pet_store;-23.648058;-46.5388966
Petz - Dom Pedro II;Avenida Dom Pedro II, 933 - Jardim, Santo André;4.5;1507;ChIJTUghTQtDzpQRamnROFO1TJ8;veterinary_care;-23.6477518;-46.5369932
PUPPY BRASIL;Avenida Dom Pedro II, 415 - e 419 - Jardim, Santo André;4.7;132;ChIJnXsPXpNCzpQRN2Dp6KsD4Co;veterinary_care;-23.6519123;-46.53441549999999
Porto Seguro Pet;Avenida Industrial - 780 - Sl 2505 - Jardim, Santo André;5;2;ChIJ2c1QavVCzpQRTKAOEy2a1ZA;veterinary_care;-23.642302;-46.537231
Veterinary Clinic St. Andrew;Rua das Esmeraldas, 378 - Jardim, Santo André;4.8;414;ChIJ2ZbtquxCzpQR_rFiG8Pl2Z8;veterinary_care;-23.651978;-46.5357846
Fisio Care Pet Santo André Fisioterapia Acupuntura e Ortopedia Veterinária;ABC - Avenida Dom Pedro II, 419 - Jardim, Santo André;4.9;111;ChIJa41mJsBCzpQRJnXXUhvQaEI;veterinary_care;-23.6519112;-46.53440759999999
Clínica Veterinária;Avenida Dom Pedro II, 608 - Jardim, Santo André;N/A;N/A;ChIJETVKz5RCzpQR7nmoDKUQDKk;veterinary_care;-23.65027950000001;-46.5349238
Skopein Vet;Rua das Goiabeiras - Jardim, Santo André;N/A;N/A;ChIJI9sRAZRDzpQRAk3JP0kKvs8;veterinary_care;-23.6475227;-46.53874580000001
Petz Shopping Grand Plaza;Avenida Industrial, 600 - Jardim, Santo André;3.1;10;ChIJ99K95w5DzpQRR52hUpnYboc;veterinary_care;-23.650327;-46.530725
Bichos e Mimos Pet Care;Rua Itatinga, 121 A - Parque Jaçatuba, Santo André;5;1;ChIJ58ze-CdozpQRDl31I2nGs9A;pet_store;-23.6498349;-46.5160981
Peludinhos Pet Outlet;Rua Araguaia, Nº 625 - Vila Curuçá, Santo André;4.4;270;ChIJu2S5CZ5CzpQRbOJheOTj0tw;pet_store;-23.6452363;-46.51710809999999
Active Mascotes;Rua Dona Elisa Fláquer, 318 - Centro, Santo André;4.4;31;ChIJ30Arw45CzpQRCHrNP77gRL0;pet_store;-23.6581537;-46.5275696
Pet Store Porto Pet;Avenida Industrial, 160 - Centro, Santo André;4.3;184;ChIJV2kyd5FCzpQRUt8fHveJQss;pet_store;-23.6520439;-46.52997949999999
Nação Pet;Avenida Itamarati, 300 - Vila Curuçá, Santo André;4.7;137;ChIJlfrxcpxCzpQRiB26mmLxSKw;pet_store;-23.6482094;-46.52063889999999
Elvis Pet Store;Brazil;N/A;N/A;ChIJwYcpYplCzpQRtGW4RoxVWSU;pet_store;-23.6473316;-46.5225874
Petz;Avenida Industrial, 600 - Jardim, Santo André;5;3;ChIJmXtdeABDzpQRABZWKrdjRAc;pet_store;-23.6478921;-46.5323524
Work Time, Curso de Informática, Auxiliar de Veterinário e Profissionalizantes;Rua Luís Pinto Fláquer, 126 - Sala 2 - Centro, Santo André;4.7;79;ChIJ_xqJyIVCzpQRBb0563uKxK4;veterinary_care;-23.6563615;-46.5240658
Pet Anjo Av dos Estados: Veterinário, Banho e tosa, Vacinas em Santo André;Avenida dos Estados, 5745 - Parque Jaçatuba, Santo André;5;3;ChIJEQ7680xDzpQRKnO0MYaSyPY;veterinary_care;-23.6496997;-46.5229182
FeF Clínica Veterinária e Pet Shop | Banho e Tosa | Creche e Hotel | Exames no Parque Jaçatuba em Santo André, SP.;Avenida Itamarati, 748 - Parque Jaçatuba, Santo André;4.9;22;ChIJtwDNQi1DzpQRWMkNBi_ruZc;veterinary_care;-23.6475149;-46.51789
Bicho Mania Veterinária e Estética;Avenida Itamarati, 1367 - Vila Curuçá, Santo André;4.5;165;ChIJm6IgwiZozpQR-iWQarnkHLg;veterinary_care;-23.6441059;-46.51296499999999
Petz Avenida dos Estados;Avenida dos Estados, 6943 - Parque Jaçatuba, Santo André;4;4;ChIJZxPVSb1pzpQRFpxIHL6dUpI;pet_store;-23.6517355;-46.51148629999999
Pet Shop C&G - Loja 1;Avenida Sorocaba, 560 - Parque João Ramalho, Santo André;4.7;55;ChIJ__-jvTFozpQRmfKM3lAmtPg;pet_store;-23.6495674;-46.5050004
Regional 7 Patas;Avenida Itamarati, 748 - Parque Jaçatuba, Santo André;5;1;ChIJeaMZct9DzpQR8zQdgpqpWuE;pet_store;-23.6475149;-46.51789
Bichinho Bichão Banho e Tosa;Rua Massaranduba, 908 - Parque João Ramalho, Santo André;5;4;ChIJl9AAQDBozpQRp6N0r2Dwyqg;pet_store;-23.6474435;-46.50530239999999
Petshop Belo Focinho;Rua Massaranduba, 345 - Parque João Ramalho, Santo André;5;8;ChIJnxiyvAdpzpQRlkCtd-nr7H0;pet_store;-23.6465736;-46.5068371
