Place ID;Place Name;Review ID;Author;Rating;Predicted Rating;Text;Review Length;Word Count;Time;Date;Response
ChIJVVW5hhpCzpQRCcSGyKrz38E;Vivere - Centro Médico Veterinário;Fernanda Cristina_1617062840;Fernanda Cristina;5;5;Sempre somos muito bem atendidas. Dra  Lygia não cuida somente de nossos filhos peludos mas de nós pais tb. Ela é uma excelente profissional;140;24;1617062840;2021-03-29 21:07:20;pt
ChIJ1_dVXXtBzpQRKuOC4GuCOQQ;Dr. Ciarvi Veterinário;Sandra Vitalsandra_1738537250;Sandra Vitalsandra;5;5;Conhecemos o Dr Lucas há 1 ano e sempre o indicamos para nossos amigos e familiares. Atender nossos bichinhos no conforto de casa, não os estressa tanto, facilita nossa rotina e principalmente, ter um profissional competente, responsável e que realiza sua profissão com amor, isso não tem preço… só gratidão mesmo…;314;51;1738537250;2025-02-02 20:00:50;pt
ChIJYR0IwWBpzpQRSONxV9DHULM;Cidadela Pets - Clínica Veterinária;Lucia De Moraes_1724336320;Lucia De Moraes;5;5;"Super indico… achei esta clinica pelo app da Petlove, então fui sem conhecer, mas me surpreendi pelo atendimento, desde o primeiro contato pelo whats
A Laura que trabalha na recepção me tirou todas aa duvidas antes de ir.
Ja na clinica ela foi super eficiente
Quanta a Dra Gisele, ela é ótima profissional, dá para ver como ama
o que faz.
Era somente para vacinar mas ela fez uma consulta de mais de 1h, perguntou tudo , mas tudo mesmo , desde a adoção ate os dias de hoje.
Explicou tudo com muita didática, sobre vacinação, alimentação, cuidados de higiene.
A Fani Quita chegou assustada pq é medrosa e no final da consulta já estava cochilando pq a Dra Gisele faz questão de deixar nosso pet tranquilo, até senta no chão para acalma-los .";740;134;1724336320;2024-08-22 11:18:40;pt
ChIJlTgfOKNuzpQRJvcKICYZl48;Pet Shop Feital - MAUA;Marcio Luciano_1733840599;Marcio Luciano;5;5;Gostei muito...bom atendimento... avaliação clinica veterinária super atenciosa...preços acessíveis...banho e tosa excelente e serviços diversos de qualidade!!!!super indico.;174;18;1733840599;2024-12-10 11:23:19;pt
ChIJUzSrRP9DzpQR_BGAL_5ENBg;Pet Shop Late, mia & Cia;Andressa Costa Cabral_1687012272;Andressa Costa Cabral;5;5;Primeira vez do meu cachorro lá! Adorei o atendimento e ele voltou bem penteado e cheiroso;90;16;1687012272;2023-06-17 11:31:12;pt
ChIJk7uhgOFdzpQRGMNUmV_lnR4;Belagi Consultório Veterinário;Ana Claudia_1623720737;Ana Claudia;5;5;A clínica fica bem localizada, ótimo atendimento! O dr. Bruno é excelente veterinário, atencioso, super recomendo. Ninguém melhor do que quem realmente ama o que faz!;166;26;1623720737;2021-06-14 22:32:17;pt
ChIJ23fL6EVDzpQRyRAM39NIDdg;Dr Marley Petshop;Rodrigo Piva_1726583061;Rodrigo Piva;5;5;Ótimo lugar, muito organizado e o pessoal é muito atencioso e profissional, gostei muito do trabalho.;101;16;1726583061;2024-09-17 11:24:21;pt
ChIJ6UGUTCJDzpQRQwD5gRtvlXQ;Clinica Veterinária Medcão;giannini loffreda_1702662381;giannini loffreda;5;5;"A Raquel é uma veterinária excelente, humana, dedicada...não é mercenária como muitas outras da região.
Recomendo, embora eu prefira que vcs não precisem.";154;23;1702662381;2023-12-15 14:46:21;pt
ChIJGwg1jb1vzpQR3vZitgTbQ6I;Mamãe dos Pets;vantuir silva silva_1720197536;vantuir silva silva;5;5;Uma loja bem organizada,cheio de novidades ,os donos muitos atencioso ,a limpeza impecável, e o carinho que eles tem co  nossos pets  já nos ganham,pois sabem o nome de cada pets que entram lá ,preços justos..super indico..sou fã e cliente  dessa loja..;253;42;1720197536;2024-07-05 13:38:56;pt
ChIJ49Ak3JlszpQR4pMBvHNbJ94;Mercado Valdir e Pet Shop;vitor rodrigues_1606258115;vitor rodrigues;5;5;Bom atendimento !!! Preço justo;31;5;1606258115;2020-11-24 19:48:35;pt
ChIJXRtqkmFDzpQREqJ6-8tK4Kk;JessyCat Pet Shop;Allan Ferrari_1668962414;Allan Ferrari;5;5;Lugar novo na região, confiável e ótimo atendimento, minha gata foi muito bem tratada. Irei levá-la mais vezes.;111;18;1668962414;2022-11-20 13:40:14;pt
ChIJzUOhIYpCzpQRi-eTfFt5SF0;Petz Santo André;Kevin Midorikawa_1527796522;Kevin Midorikawa;5;5;You can find everything for you pet in just one place and maybe even for yourself;81;16;1527796522;2018-05-31 16:55:22;en
ChIJ5aWi6sBnzpQRtJCvE8hV8x4;Garage Aqua Fish;Samuel Gomes_1563738606;Samuel Gomes;5;5;Cara só peixe zika;18;4;1563738606;2019-07-21 16:50:06;pt
ChIJ50SJr71ozpQR9w9Lio9sQn4;Pet Shop Colosso;Eli Santos_1569324367;Eli Santos;5;5;Very good service;17;3;1569324367;2019-09-24 08:26:07;pt
ChIJtQTCxF5CzpQRZteoMXDsARM;PetShop - Bicho da Villa;Aloma Sanchez_1739316690;Aloma Sanchez;5;5;Lugar maravilhoso e de confiança para banho/higiene, creche, hotel, vet. etc. Incrível o amor, o cuidado,  o carinho e o respeito com que tratam os animais e seus tutores. Só temos a agradecer a administração, monitores e toda a equipe pela competência e dedicação. É nítida a diminuição da ansiedade e dos medos da nossa cachorrinha após passar a frequentar a creche/hotel. Quanta alegria vê-la brincando e interagindo cada vez mais. Gratidão!;444;72;1739316690;2025-02-11 20:31:30;pt
ChIJMRgUvvJDzpQRlSOCbVMfvxM;Pet Cappelli;Jocilene Copette_1732287771;Jocilene Copette;5;5;As proprietárias são incríveis, muito atenciosas e cuidadosas com meus meninos!!!!Da para perceber o quanto elas amam o que fazem.Podem deixar seus pets  e ter a tranquilidade que serão muito bem tratados;204;32;1732287771;2024-11-22 12:02:51;pt
ChIJDQlddJJCzpQRk_QKQOAQM84;Pet Shop Utinga;Rodrigo Nunes_1703009965;Rodrigo Nunes;5;5;Loja excelente! Tradicional no bairro, possui grande variedade de produtos, serviço muito bom e sempre que precisei, encontrei o que precisava e fui bem atendido. Recomendo!;173;26;1703009965;2023-12-19 15:19:25;pt
ChIJRf5i-upczpQRlILo6k5ph2k;Clínica Veterinária Dra. Miriam de Souza;Cristiane Bellucci_1702400454;Cristiane Bellucci;5;5;"A Dra é muito educado e tem carinho pelo seu pet, que pra mim é muito importante.
Competência e gostar do que faz";113;23;1702400454;2023-12-12 14:00:54;pt
ChIJMelQgrJpzpQRKNAEX80R4pg;PET MI - Avicultura & Pet Shop em Santo André;Hamilton Secco Tranjan_1688025389;Hamilton Secco Tranjan;5;5;10/10 service;13;2;1688025389;2023-06-29 04:56:29;pt
ChIJOV9o0sJtzpQRpHvOhMyz8mM;Pequenos de Patas Pet Shop;Adriana Alves_1738099578;Adriana Alves;1;1;"Péssima experiência.
Não indico. Tosa da minha bebê foi muita mal feita. Além de não ser o corte que pedi.
Voltou p casa cheia de marcas da maquininha. Além de arrancaram no zero totalmente o lequezinho do olho dela.
Dei 1 estrela, pq não consegui não dar nenhuma.";264;48;1738099578;2025-01-28 18:26:18;pt
ChIJ05ebwY5rzpQRHEhW1p9YlR4;Amor de Patas;Emerson Da Silva_1602256426;Emerson Da Silva;5;5;lugar simples, agradavel e mto acolhedor, otimo atendimento, excelente preços e otimos profissionais, super recomendo;117;15;1602256426;2020-10-09 12:13:46;pt
ChIJ9UPiYr9nzpQRSqzjN_TCsGw;Pet Shop Mimi II;Gabriel Santos_1632867809;Gabriel Santos;5;5;Great service;13;2;1632867809;2021-09-28 19:23:29;pt
ChIJ68z2SOxtzpQR6IGNK-r8_64;Clínica Veterinária Aliança;ivone ivo_1693100286;ivone ivo;1;1;"levei meu cachorro para fazer uma cirurgia de castraçãoe herniorrafia, entreguei meu cachorro inteiro, e peguei com uma fratura na pata, nao tive suporte, alias fingiu dar,fazendon radiografia e colocando a culpa em mim, visto que meu cachorro perdeu a sensibilidade da perna, a mesma veio falar que oproblema é biologico..kkkk...como pode isso??? pura falta de profissionalismo, infelizmente meu cachorro nao teve a mesma sorte, e agora vai ter que fazer uma cirurgia reparadora, me custando nada mais nada menos que 5.000,00.
a mesma ainda teve coragem de me enviar um audio dizendo qjue nao tinha condições de arcar com as custas.
NÃO INDICO.";645;104;1693100286;2023-08-26 22:38:06;pt
ChIJAZi3WAdozpQRHc8XqFcQPeE;Pet Shop Aquário;andre silva_1581246325;andre silva;4;5;Top;3;1;1581246325;2020-02-09 08:05:25;en
ChIJFWVuqf1dzpQRMLHGfPD23zs;Animalândia Pet Shop e Clínica Veterinária;Anderson Antunes_1636207657;Anderson Antunes;5;5;"Lugar incrível, excelente atendimento, local amplo, variedade de produtos, preços de acordo com o mercado.
Parabéns !";117;17;1636207657;2021-11-06 11:07:37;pt
ChIJ-ZecgjJpzpQRtWGHAxSAOoo;Trino Pet, Sua Casa de Produtos Pet;Fabio Andrade_1737128981;Fabio Andrade;5;5;Atendimento fantástico, equipamento de primeira qualidade. Recomendo.;69;7;1737128981;2025-01-17 12:49:41;pt
ChIJsxOKqjZDzpQRK4Z3Tit3S7o;Cão Barão: Banho e Tosa, Pet Shop, e Clínica Veterinária em São Bernardo do Campo;Marcelo_1717937330;Marcelo;5;5;Só tenho a agradecer a pet Cão Barão e a todos os funcionários, pelo trabalho realizado e pelo carinho e atenção que depositaram ao cuidar da minha cachorrinha Skye, que infelizmente virou uma estrelinha, mas eles continuam a depositar o mesmo carinho e amor nos cuidados do irmão da Skye. Só tenho a agradecer.;311;54;1717937330;2024-06-09 09:48:50;pt
ChIJEaUvCxZozpQRf-FgEfANiVs;Sobre Patas;Ricardo Krieger_1693149447;Ricardo Krieger;5;5;Top;3;1;1693149447;2023-08-27 12:17:27;en
ChIJe4grhe0_zpQRZ42E3fCh0vY;O Meu Bichinho Espaço Pet - Pet Shop SBC;Débora Ferreira_1739024404;Débora Ferreira;5;5;Um pet shop incrível! Todos fazem tudo com muito amor! 🩵 Recomendo de olhos fechados.;85;15;1739024404;2025-02-08 11:20:04;pt
ChIJe-8TQhFqzpQRzwYSxuUNM98;Pet Shop Pedroso Santo André - Banho e Tosa, Veterinário e Rações!;Francislaine Morais_1733947620;Francislaine Morais;5;5;Foi a primeira experiência da minha cachorrinha em um pet, e sinceramente NAO poderia ser melhor, sensacional, foi bem cuidada. Ficou bem linda, cheirosa e nos (donos) felizes e satisfeitos. Obrigada vcs são maravilhosos;220;34;1733947620;2024-12-11 17:07:00;pt
ChIJhZy_5YpBzpQReUKnr9AmRz0;Lisa Pet Pet Shop;Eli Silva_1672332466;Eli Silva;5;5;Atendimento muito bom !;23;4;1672332466;2022-12-29 13:47:46;pt
ChIJCVQPv5tBzpQRZnnXrj-_FAE;Bom-Bom Pet;marcia sousa_1677775559;marcia sousa;5;5;Excellent work;14;2;1677775559;2023-03-02 13:45:59;pt
ChIJrTNM3rRCzpQRm1kh0RNVrrk;Tropical Evolution;carla carvalhal_1618672082;carla carvalhal;5;5;Top;3;1;1618672082;2021-04-17 12:08:02;en
ChIJm5sz_v5BzpQRJvVk-K0UWQY;Pet Shop Aclimação;Oezio Pires_1568455940;Oezio Pires;4;5;Ótimo  atwndemento;18;2;1568455940;2019-09-14 07:12:20;pt
ChIJTW0tIIBdzpQRRpZ1HCiihoU;DM Pets;Mara Alves De Carvalho Lima_1673450167;Mara Alves De Carvalho Lima;1;1;Comprei um produto dessa DM PETS pelo site da americanas e chegou quebrado. Estou desde o dia 05/01/2023 esperando a americanas dá retorno pois os mesmo disseram que vão pedir o código de logística reversa para os mesmos e até agora nada! Está em andamento de devolução ainda e não tenho nem o produto novo e nem a opção de estornar o dinheiro. INSATISFEITA! NÃO INDICO À NINGUÉM.;380;68;1673450167;2023-01-11 12:16:07;pt
ChIJ4Zw1ohwVzpQR3wPklIn9Y6s;Ribeirão Mundo Pet;Fernando Mudunha_1736382015;Fernando Mudunha;5;5;Super Recomendo, Atendimento Top, Preço Justo e Variedade de Produtos...;72;10;1736382015;2025-01-08 21:20:15;pt
ChIJYc-fBv9rzpQRHduBtKUFONk;Pet Shop Patriarcas;Evandro Del Bianco_1502633462;Evandro Del Bianco;5;5;Lugar limpo e o pessoal faz um excelente trabalho!;50;9;1502633462;2017-08-13 11:11:02;pt
ChIJ_xqJyIVCzpQRBb0563uKxK4;Work Time, Curso de Informática, Auxiliar de Veterinário e Profissionalizantes;Josiane Josye_1723308448;Josiane Josye;5;5;"É muito boa, a worktime ajuda vc a evoluir bastante, na informática eu não sabia quase nada,mas agora eu aprendi bastante e no inglês eu também evolui bastante, mas também tem outros cursos além dos que eu faço.
Os professores nunca falta, eles são muito organizados.";267;46;1723308448;2024-08-10 13:47:28;pt
